title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,X40deltaG,X40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
Rv2873|mpt83:_663_bp_-_CE,0.328,41.1140899658,0.761,0.223,0.3040466,-19.8189756011674,-0.0904976054847825,-272.09,2.11155e-08,-36.67,0.00944679,0,0.523830440909,0.40662775,0.62629775,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,193,0.877272727273,0.293636363636,-1.82631578947,-0.546341463415,1.41707317073,NA,NA,NA,NA,NA,NA,NA,NA,0.513730569948,22.3904977376,23.38975,26.0555,22.374,25.616,NA,NA,NA,NA,12,0.062176,15,0.077720,NA,NA,12,15,12,15,NA,0,0.0,193,1.0,1,220,22069.8194,4.85687255859,0.0318181818182,0.0,0.327748487148,0.523920312329,0.208488633849,0.434024521805,0.618332113338,0.818522520838,0.615276633212,0.25187962563,0.541749653221,0.697545108548,0.930108689663,40,0.081265521417,1,0.0691275167785,1,0.112751677852,NA,NA,0.009080431,0.4845985,0.1803059,0.3188282,0.634992458522,0.24918315886,0.466666666667,0.6,0.666666666667,0.833333333333
Rv0985c|mscL:_456_bp_-_PO,0.251,43.0392799377,0.793,0.217,0.3252831,-11.3855360132637,-0.0759035734217583,-185.11,5.99669e-06,-34.00,0.0106423,1,0.427753033113,0.303532,0.4865015,0.47899062037,0.339038157895,0.554964814286,0.270135363636,0.608068610169,0.29906327907,0.339038157895,0.608068610169,2,21.5,43,0.284768211921,11,0.0728476821192,0.713245033113,-2.04736842105,-1.03414634146,2.59512195122,38,0.402631578947,0.17,0.6,0.037619047619,-0.312326839827,1.065,-0.5765,0.554545454545,19.9061184211,19.75775,19.865,18.548,19.191,11,0.157143,9,0.128571,3,0.078947,3,0.078947,8,8,3,3,3,1,38,59,0.390728476821,38,0.251655629139,1,151,16023.2642,6.56353759766,0.0662251655629,1.0,0.407710346034,0.444929651316,0.306036564843,0.390154415076,0.519734614178,0.61993222014,0.637294048443,0.0475781209033,0.511224875655,0.788820970767,0.997645971632,40,0.0993048361185,1,0.0907158836689,1,0.0718120805369,0,0.0658357302653,0.02813695,0.4845985,0.1920321,0.322172475,0.600877192982,0.182070211927,0.433333333333,0.533333333333,0.666666666667,0.866666666667
Rv1902c|nanT:_1269_bp_-_P,0.276,43.8888702393,0.754,0.197,0.2861428,-16.517664833772,-0.0392343582749928,-575.32,1.44535e-13,-38.91,0.00287217,3,0.332468263033,0.2760795,0.375346,0.361614241176,0.350185765625,0.36851445283,0.411546,0.369740708333,0.312806293651,0.350389636364,0.35203325,12,21.0,252,0.597156398104,11,0.0260663507109,0.149763033175,-2.16842105263,-1.48048780488,2.96341463415,11,0.948181818182,NA,NA,-0.0855555555556,-0.274810759538,3.335,1.35966666667,0.786363636364,21.4547990544,20.63275,18.656,19.566,21.419,25,0.235849,14,0.132075,10,0.156250,5,0.078125,6,5,3,2,2,1,11,28,0.0663507109005,27,0.063981042654,1,422,46452.1187,9.67205810547,0.123222748815,2.75,0.517357371983,0.598470869967,0.301518707711,0.469315201477,0.704095661308,0.854499924811,0.674085863898,0.0567197225934,0.574483946217,0.793471897658,0.995863332542,109,0.0980611483967,1,0.109060402685,0,0.0357941834452,0,0.0425055928412,0.009080431,0.540708,0.1893331,0.30883765,0.60756501182,0.195226762922,0.333333333333,0.566666666667,0.666666666667,0.9
Rv3155|nuoK:_300_bp_-_PRO,0.277,33.7234420776,0.791,0.217,0.2959084,-1.69672731978987,-0.0173135440794885,-118.63,0.000886283,-35.50,0.00897724,0,0.333106525253,0.279638,0.4015095,0.350696388889,0.309554625,0.3836098,0.2864214,0.410731125,0.323055174603,0.2751245,0.410731125,3,21.0,63,0.636363636364,5,0.0505050505051,-0.140404040404,-1.94736842105,-1.15853658537,0.141463414634,4,1.2425,NA,NA,-0.483333333333,-0.377380952381,-0.155,0.185333333333,0.334,22.5091,21.3645,19.739,25.89,19.27,6,0.300000,2,0.100000,3,0.187500,1,0.062500,4,2,3,1,0,0,4,16,0.161616161616,11,0.111111111111,1,99,10857.9983,8.80267333984,0.0909090909091,1.0,0.488149250939,0.519826503307,0.00581476608081,0.367875095784,0.762858789683,0.836415537799,0.640586951927,0.0121788870289,0.49848851683,0.794625464456,0.997403282948,14,0.0729490993796,1,0.0912751677852,1,0.0573825503356,1,0.0888462767657,0.02813695,0.4394501,0.194136275,0.326301325,0.576666666667,0.134442273461,0.4,0.533333333333,0.633333333333,0.766666666667
Rv1446c|opcA:_912_bp_-_PU,0.259,36.6760864258,0.830,0.261,0.3061809,-33.7089571797084,-0.111619063508968,-441.46,1.02683e-09,-37.55,0.00834681,6,0.44511949505,0.40003,0.480767,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,303,1.0,1.50462046205,-0.884210526316,-0.517073170732,2.72195121951,NA,NA,NA,NA,NA,NA,NA,NA,0.676666666667,21.8933552632,21.71475,20.635,19.876,19.484,NA,NA,NA,NA,39,0.128713,43,0.141914,NA,NA,39,43,39,43,NA,0,0.0,303,1.0,1,303,32717.178,5.19769287109,0.039603960396,0.0,0.51303539187,0.399348733532,0.195729962943,0.3461118146,0.456608303992,0.519044819214,0.658754499144,0.0686830602047,0.570378481936,0.772631265605,0.996863733766,71,0.0989988628509,1,0.107046979866,1,0.087807606264,NA,NA,0.009080431,0.4910102,0.187423425,0.315792325,0.668859649123,0.31580808262,0.5,0.633333333333,0.733333333333,0.866666666667
Rv1280c|oppA:_1776_bp_-_P,0.294,39.2709350586,0.825,0.238,0.2901268,-37.3477298322285,-0.0633012370037772,-791.37,9.55824e-19,-52.43,0.0267753,7,0.404054047377,0.334932,0.4756095,0.403874808099,0.399725558879,0.471142939394,0.471142939394,0.399725558879,0.408480478261,NA,NA,1,23.0,23,0.0389170896785,33,0.0558375634518,1.11099830795,-2.03157894737,-0.429268292683,3.53902439024,535,0.546130841121,-0.0484210526316,1.30736842105,-0.248695652174,-0.248695652174,-0.271,-0.271,0.66696969697,21.3854560811,18.1575,21.565,22.104,18.823,7,0.212121,1,0.030303,53,0.099065,55,0.102804,7,1,53,55,7,1,NA,33,0.0558375634518,535,0.90524534687,1,591,63475.7261,6.56317138672,0.0846023688663,3.0,0.52359361161,0.585244792255,0.379960688371,0.51873579964,0.665056174252,0.791727910171,0.634576542324,0.00544331787926,0.531746290966,0.763602662334,0.999110032042,138,0.0931051378175,1,0.109284116331,1,0.0656599552573,NA,NA,0.009080431,0.540708,0.196323075,0.309418375,0.650900900901,0.280478897947,0.4,0.6,0.7,0.833333333333
Rv0820|phoT:_777_bp_-_PRO,0.254,39.2659416199,0.796,0.199,0.3118362,-7.2318629024529,-0.028139544367521,-320.77,1.92568e-09,-39.40,0.0203856,1,0.447130879845,0.4064145,0.488216,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,258,1.0,1.40891472868,-0.957894736842,-0.278048780488,3.39268292683,NA,NA,NA,NA,NA,NA,NA,NA,0.607713178295,20.6606177606,19.79675,16.6625,16.908,15.931,NA,NA,NA,NA,31,0.120155,29,0.112403,NA,NA,31,29,31,29,NA,0,0.0,258,1.0,1,258,28060.8412,6.32135009766,0.0542635658915,0.0,0.507644063728,0.510563092124,0.311284701661,0.430114216404,0.603275773489,0.70348643025,0.655584072843,0.288043339738,0.564333180661,0.751353477538,0.995186429927,79,0.103371434564,1,0.0941834451902,1,0.106040268456,NA,NA,0.009080431,0.4910102,0.1873407,0.31897415,0.615186615187,0.210220293067,0.433333333333,0.566666666667,0.666666666667,0.766666666667
Rv0821c|phoY2:_642_bp_-_P,0.231,47.6040496826,0.755,0.229,0.2810933,-5.6096848311227,-0.0264607775052958,-285.40,4.00746e-08,-47.29,0.0078493,0,0.422992657277,0.374516,0.472957,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,213,1.0,1.56197183099,-0.473684210526,0.0268292682927,3.14634146341,NA,NA,NA,NA,NA,NA,NA,NA,0.757230046948,21.808317757,20.4705,18.117,19.602,16.281,NA,NA,NA,NA,31,0.145540,33,0.154930,NA,NA,31,33,31,33,NA,0,0.0,213,1.0,1,213,23513.5695,5.24407958984,0.0516431924883,0.0,0.634270515845,0.663234656241,0.543017828858,0.592705144453,0.689558889465,0.872750339973,0.646759430224,0.078605351361,0.555217141221,0.783473641651,0.985239270714,60,0.105049990988,1,0.126286353468,1,0.110514541387,NA,NA,0.01239116,0.4845985,0.1815109,0.319643725,0.626168224299,0.231823764063,0.4,0.566666666667,0.666666666667,0.766666666667
Rv0156|pntAb:_333_bp_-_PR,0.249,38.9162406921,0.858,0.21,0.2780781,1.75319840414201,0.0160843890288258,-134.65,8.94387e-05,-41.41,0.140138,0,0.418935609091,0.33645775,0.4697265,0.502652543478,0.3485538,0.54545775,0.366939,0.57644628,0.3587640625,0.475029272727,0.57644628,3,21.3333333333,64,0.581818181818,5,0.0454545454545,0.0709090909091,-2.10526315789,-1.39512195122,1.30243902439,11,0.284545454545,NA,NA,-0.175789473684,-0.130124269006,1.464,1.10366666667,0.37,21.3248648649,22.4425,23.1355,23.896,25.946,9,0.250000,4,0.111111,1,0.100000,2,0.200000,7,4,0,1,0,1,11,25,0.227272727273,5,0.0454545454545,1,110,11781.9548,6.82281494141,0.0727272727273,3.0,0.620807576864,0.661562316167,0.376798857777,0.516489512744,0.839185974499,0.998149476854,0.65303114442,0.281313908186,0.542371016812,0.766839813032,0.998176482102,23,0.0820283370619,1,0.0875838926174,1,0.0864653243848,0,0.0709491850431,0.02813695,0.4845985,0.2007545,0.32386125,0.600600600601,0.181526088071,0.466666666667,0.566666666667,0.633333333333,0.8
Rv0011c|Rv0011c:_282_bp_-,0.216,41.3996734619,0.790,0.182,0.2859075,-5.29172122388667,-0.0575187089552899,-112.24,0.000239813,-43.96,0.00815586,0,0.39028327957,0.252662,0.472524,0.452233673077,0.337273684211,0.518422757576,0.550951866667,0.193131666667,0.31171204878,0.337273684211,0.550951866667,2,20.5,41,0.440860215054,30,0.322580645161,-0.279569892473,-2.67894736842,-1.65853658537,0.80243902439,19,0.0947368421053,0.0947368421053,0.0947368421053,-0.841739130435,-0.686147342995,-3.82,-2.0125,0.814333333333,18.5705319149,17.43425,17.639,12.182,14.719,10,0.303030,1,0.030303,0,0.000000,0,0.000000,8,1,0,0,8,1,19,30,0.322580645161,19,0.204301075269,1,93,10429.5385,11.2029418945,0.129032258065,1.5,0.145548929333,0.429412799523,0.140489773837,0.233608486764,0.687420156621,0.883485970082,0.672071015385,0.159347475214,0.587507364848,0.7943698721,0.990336175624,10,0.0818644442806,1,0.106935123043,1,0.0696868008949,0,0.0629594119527,0.02813695,0.4394501,0.1917519,0.323482825,0.563829787234,0.109189038743,0.433333333333,0.5,0.633333333333,0.733333333333
Rv0110|Rv0110:_750_bp_-_P,0.236,38.7682647705,0.805,0.237,0.2968373,-16.4075736022356,-0.0661595709767563,-356.07,9.99444e-10,-53.94,0.00843813,0,0.376109341365,0.301989,0.400616,0.410150380952,0.354432955556,0.45193845,0.542833918919,0.274175125,0.35128775,0.376322789474,0.542833918919,7,20.5714285714,144,0.578313253012,37,0.14859437751,-0.059437751004,-2.00526315789,-1.62926829268,1.93170731707,19,0.285263157895,0.285263157895,0.285263157895,-0.354782608696,-0.235816362014,0.426,0.740857142857,0.799459459459,21.35604,19.71425,23.253,20.97,19.875,16,0.266667,5,0.083333,5,0.111111,2,0.044444,8,2,2,1,8,2,19,37,0.14859437751,19,0.0763052208835,1,249,26887.5593,11.0038452148,0.100401606426,2.14285714286,0.551073536,0.601431185144,0.406094087314,0.483390176514,0.69135762659,0.882699545684,0.715689643127,0.305730638721,0.628374675244,0.801352663452,0.992874604762,107,0.131483846426,1,0.158836689038,1,0.107941834452,1,0.122403323746,0.009080431,0.4910102,0.1859624,0.32262985,0.649333333333,0.277395114857,0.433333333333,0.566666666667,0.733333333333,0.866666666667
Rv0143c|Rv0143c:_1479_bp_,0.277,37.0465774536,0.834,0.265,0.3069944,-55.446721282779,-0.112926112592218,-754.21,3.21253e-17,-48.04,0.011679,2,0.405391827236,0.33213775,0.4571475,0.439105675373,0.384037670732,0.463382967742,0.399804978261,0.639251258065,0.365055616071,0.387181382353,0.497714105263,10,22.4,224,0.455284552846,46,0.0934959349593,0.0424796747967,-2.27368421053,-1.6512195122,1.64146341463,34,0.574411764706,0.0926315789474,0.914736842105,-0.472173913043,-0.220290092381,-2.638,0.5711,0.610217391304,22.4603853955,20.09525,19.944,28.78,21.477,25,0.134409,24,0.129032,10,0.121951,7,0.085366,11,8,4,3,5,5,34,76,0.154471544715,34,0.0691056910569,1,492,50807.4636,7.78594970703,0.0894308943089,4.5,0.715551879759,0.628054722644,0.465376471339,0.573608756166,0.713558033714,0.803697804881,0.694598450066,0.150955176456,0.598365659705,0.796087120238,0.998282306768,151,0.10981600694,1,0.14966442953,1,0.0787472035794,1,0.131351869607,0.009080431,0.540708,0.1937511,0.3087981,0.67139959432,0.320804766789,0.5,0.6,0.733333333333,0.866666666667
Rv0203|Rv0203:_411_bp_-_P,0.225,40.6038284302,0.818,0.269,0.2999679,-12.2383026149872,-0.0906540934443495,-196.60,0.000301358,-54.91,0.0856973,0,0.533107977941,0.50409525,0.559358,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,106,0.779411764706,0.591176470588,-2.1,-0.575609756098,1.13414634146,NA,NA,NA,NA,NA,NA,NA,NA,0.613396226415,22.3864963504,24.1855,21.4865,19.914,19.114,NA,NA,NA,NA,10,0.094340,9,0.084906,NA,NA,10,9,10,9,NA,0,0.0,106,1.0,1,136,13900.8341,8.76910400391,0.0147058823529,0.0,0.587908905553,0.602593649436,0.230552558031,0.559861565624,0.661032151116,0.834563978149,0.677613859981,0.17990337831,0.580022536747,0.802564794723,0.990424813863,54,0.116831947644,1,0.121812080537,1,0.153355704698,NA,NA,0.02813695,0.4845985,0.1973951,0.3181202,0.671532846715,0.321066906355,0.5,0.6,0.733333333333,0.866666666667
Rv0205|Rv0205:_1104_bp_-_,0.287,38.5649185181,0.826,0.245,0.3139154,-13.3055958809151,-0.0363540871063253,-548.99,2.40743e-12,-54.19,0.0287008,0,0.403043967302,0.3472875,0.452883,0.426616016575,0.455091119565,0.397181078652,0.479383315789,0.390244393939,0.380105575269,0.3704992,0.482704746032,8,23.25,186,0.506811989101,19,0.0517711171662,-0.299455040872,-2.35789473684,-2.16585365854,2.71707317073,5,1.022,NA,NA,-0.715263157895,-0.310780679481,-3.014,-0.47175,0.635263157895,23.7148641304,23.5505,23.839,26.944,22.355,10,0.112360,9,0.101124,11,0.119565,11,0.119565,1,4,8,8,2,2,5,33,0.0899182561308,63,0.171662125341,1,367,38037.6269,7.02899169922,0.0762942779292,3.25,0.856827516255,0.645360068513,0.404386495438,0.510089497774,0.768862884301,0.951000953254,0.698939837809,0.146134699376,0.591303747891,0.812713284529,0.996462943715,137,0.122913793632,1,0.156487695749,1,0.133780760626,1,0.0878875039949,0.009080431,0.4910102,0.186685025,0.3076469,0.651268115942,0.281201298408,0.433333333333,0.6,0.7,0.9
Rv0246|Rv0246:_1311_bp_-_,0.194,54.6700134277,0.678,0.207,0.2619554,-34.9314878519279,-0.0803022709239722,-568.78,7.82061e-18,-36.97,0.00579372,2,0.395853412844,0.34695175,0.4409575,0.405330173913,0.385797785714,0.412223957983,0.51101515,0.530190185185,0.3903052,0.3349794,0.255312212121,12,22.9166666667,275,0.630733944954,20,0.045871559633,-0.132568807339,-2.3,-1.66097560976,1.32682926829,5,2.03,NA,NA,-0.226666666667,-0.228851455124,3.144,0.55775,0.8535,19.5050800915,19.48075,20.482,19.72,17.807,31,0.260504,5,0.042017,5,0.119048,10,0.238095,9,0,3,1,6,1,5,33,0.0756880733945,11,0.0252293577982,1,436,45325.1133,10.4999389648,0.0688073394495,2.5,0.293466164307,0.584270741209,0.275864426811,0.444069204527,0.742344980542,0.835338842372,0.662617517543,0.111334266797,0.570157494483,0.773171456687,0.994979208479,107,0.09497520593,1,0.0736017897092,1,0.0797539149888,1,0.120805369128,0.009080431,0.540708,0.1911852,0.3082805,0.602593440122,0.185446483557,0.333333333333,0.566666666667,0.666666666667,0.866666666667
Rv0265c|Rv0265c:_993_bp_-,0.282,39.3777694702,0.833,0.246,0.2904283,6.42205534620328,0.0195199250644476,-504.73,5.43539e-09,-62.21,0.230258,1,0.443089142424,0.37666,0.50096675,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,330,1.0,1.05121212121,-1.18947368421,-0.648780487805,2.68536585366,NA,NA,NA,NA,NA,NA,NA,NA,0.544636363636,22.2949244713,20.26625,17.6795,14.8,14.488,NA,NA,NA,NA,35,0.106061,34,0.103030,NA,NA,35,34,35,34,NA,0,0.0,330,1.0,1,330,35283.9211,5.85321044922,0.0727272727273,0.0,0.381263872102,0.558100424991,0.22419518983,0.397326544465,0.701590911874,0.796690004304,0.667078652575,0.144712321029,0.553588409375,0.798481428412,0.999708577471,125,0.1143394991,1,0.105033557047,1,0.056711409396,NA,NA,0.009080431,0.4910102,0.18715065,0.3140216,0.66163141994,0.301588414271,0.466666666667,0.6,0.7,0.9
Rv0308|Rv0308:_717_bp_-_P,0.222,49.5386962891,0.721,0.23,0.2456702,-23.8493314460333,-0.100630090489592,-307.58,6.93581e-09,-38.51,0.0010749,0,0.44236687395,0.32612725,0.5317365,0.467504770642,0.372695609375,0.602344466667,0.5456418,0.665551939394,0.423816472222,0.506186833333,0.254962175,5,21.6,108,0.497695852535,40,0.168067226891,0.0361344537815,-2.07894736842,-0.946341463415,1.09268292683,6,1.43333333333,NA,NA,-0.274090909091,-0.197035682091,1.463,0.8848,0.30625,20.4355230126,18.86475,18.6155,19.524,18.606,12,0.266667,4,0.088889,11,0.171875,5,0.078125,5,4,5,4,5,4,6,33,0.152073732719,40,0.184331797235,1,238,25613.0509,9.94671630859,0.0756302521008,2.2,0.894503161712,0.602849709672,0.219326953033,0.436699762396,0.736629789574,0.986365623962,0.654688561842,0.174966134015,0.578498986221,0.746854767755,0.976395318871,63,0.0997137223676,1,0.171140939597,1,0.128523489933,1,0.108341323106,0.009080431,0.4910102,0.18238445,0.3226897,0.615062761506,0.209976643037,0.433333333333,0.566666666667,0.666666666667,0.833333333333
Rv0401|Rv0401:_372_bp_-_P,0.256,38.5864868164,0.809,0.297,0.2778343,-2.6179791499454,-0.0214588454913557,-210.71,0.000152934,-62.69,0.0466677,0,0.393674406504,0.357583,0.429219,0.381441088235,0.429402928571,0.3478678,0.605868,0.368394928571,0.385974852941,0.299971166667,0.368394928571,3,22.6666666667,68,0.666666666667,9,0.0731707317073,-0.180487804878,-2.14210526316,-1.47804878049,0.519512195122,6,0.771666666667,NA,NA,-0.1432,-0.215121500722,1.849,0.568,1.30333333333,22.8387903226,24.518,24.923,13.162,24.504,6,0.300000,1,0.050000,5,0.357143,1,0.071429,3,1,3,1,3,1,6,14,0.137254901961,9,0.0882352941176,1,123,12640.9491,11.923034668,0.0650406504065,3.66666666667,0.47771652314,0.668837316192,0.388139142965,0.618669938237,0.779499296433,0.860639983648,0.718850661037,0.355544099572,0.627816224728,0.80436822886,0.997847908322,54,0.140643777618,1,0.131096196868,1,0.136241610738,1,0.0671140939597,0.02813695,0.4845985,0.20015195,0.3226897,0.715053763441,0.406683035338,0.533333333333,0.666666666667,0.766666666667,0.9
Rv0420c|Rv0420c:_411_bp_-,0.318,43.8474769592,0.706,0.195,0.3053385,-1.97157635755707,-0.0146042693152376,-170.78,6.29751e-06,-45.79,0.039538,1,0.363829735294,0.30211525,0.4155875,0.390464705263,0.338735769231,0.453020627907,0.504410428571,0.357093,0.302114560976,0.338735769231,0.338735769231,2,20.5,41,0.301470588235,28,0.205882352941,0.758088235294,-2.42105263158,-0.807317073171,1.65853658537,52,0.530384615385,0.213157894737,0.812105263158,-0.611,-0.602166666667,-1.987,-1.154,1.05714285714,22.1949635036,23.332,19.798,19.798,24.171,11,0.255814,4,0.093023,5,0.096154,5,0.096154,8,3,5,5,8,3,52,28,0.205882352941,52,0.382352941176,1,136,15131.2432,8.71221923828,0.102941176471,3.0,0.498931982514,0.700652427184,0.498931982514,0.62908800669,0.797859241277,0.8894425801,0.635020139569,0.119640312589,0.541333479864,0.738754041756,0.985939357867,37,0.0926575177802,1,0.0795302013423,1,0.0909395973154,1,0.0926813678492,0.02813695,0.4845985,0.1973951,0.3181202,0.605839416058,0.191832100299,0.433333333333,0.533333333333,0.666666666667,0.766666666667
Rv0460|Rv0460:_240_bp_-_C,0.302,52.8583297729,0.757,0.21,0.2782949,-4.6109716223493,-0.0591150207993501,-111.24,0.000279519,-51.55,0.0424454,0,0.277247734177,0.230679,0.2923305,0.2607425,0.28356975,0.215088,0.4624124,0.338089,0.2456601,0.215088,0.331402333333,2,20.0,40,0.689655172414,9,0.113924050633,-0.986075949367,-2.31052631579,-1.4756097561,-0.268292682927,6,0.108333333333,NA,NA,-0.325555555556,-0.328005050505,1.826,1.2695,0.453333333333,23.0075,21.70175,25.0695,26.32,24.953,2,0.333333,0,0.000000,2,0.166667,1,0.083333,2,0,2,1,2,1,6,6,0.103448275862,9,0.155172413793,1,79,8080.8186,11.524597168,0.0632911392405,4.0,0.42447254243,0.718620792767,0.419599153317,0.640342986891,0.826479992042,0.951131130027,0.676351550273,0.275050077771,0.591976420366,0.762278579255,0.912025854002,34,0.143844969348,1,0.0819910514541,1,0.134004474273,1,0.170981144136,0.02813695,0.4394501,0.2000551,0.3226897,0.633333333333,0.245919259871,0.5,0.6,0.666666666667,0.766666666667
Rv0463|Rv0463:_294_bp_-_P,0.274,39.5281410217,0.815,0.238,0.2960063,3.57167363684311,0.0372049337171157,-140.00,0.00152725,-45.09,0.028508,1,0.416350257732,0.298005,0.52203,0.379506676471,0.406059666667,0.365023227273,0.288211454545,0.487102,0.436234095238,0.398692181818,0.288211454545,3,21.0,63,0.649484536082,11,0.113402061856,-0.39587628866,-1.98947368421,-1.1756097561,0.236585365854,11,0.541818181818,NA,NA,-0.307,-0.228271284271,0.581,0.666666666667,0.837272727273,22.3613265306,22.01375,20.276,20.462,17.669,6,0.272727,1,0.045455,0,0.000000,1,0.083333,2,1,0,1,2,1,11,11,0.113402061856,11,0.113402061856,1,97,10110.9479,10.264831543,0.0721649484536,3.33333333333,0.28849125328,0.523982700305,0.111857949373,0.363672145339,0.683160351754,0.846047150731,0.702898716013,0.315165743435,0.633353921678,0.796845827145,0.945349701829,38,0.133663016602,1,0.128859060403,1,0.207046979866,1,0.165548098434,0.02813695,0.4394501,0.19353255,0.325434575,0.649659863946,0.278037479244,0.5,0.6,0.733333333333,0.866666666667
Rv0476|Rv0476:_264_bp_-_P,0.206,38.4232826233,0.831,0.232,0.286961,-0.572494727466021,-0.0066569154356514,-118.20,0.000572669,-53.34,0.0428288,0,0.386798758621,0.3628125,0.415971,0.371844236842,0.385656695652,0.350665133333,0.560568,0.350665133333,0.367617382353,NA,NA,1,34.0,34,0.472222222222,23,0.264367816092,-0.204597701149,-1.98947368421,-1.58780487805,0.0853658536585,15,0.964666666667,NA,NA,-0.189705882353,-0.189705882353,-0.304,-0.304,0.571304347826,21.9956818182,22.74525,23.536,28.39,23.527,4,0.266667,2,0.133333,4,0.173913,2,0.086957,4,2,4,2,4,2,NA,15,0.208333333333,23,0.319444444444,1,87,9166.0204,9.30084228516,0.0689655172414,5.0,0.287303634264,0.655216190685,0.287303634264,0.569831026363,0.874265451794,0.896309201601,0.671360220502,0.194773841919,0.539759052156,0.828646135792,0.969821341684,28,0.11283063561,1,0.0908277404922,1,0.146196868009,NA,NA,0.02813695,0.4394501,0.190878375,0.3226897,0.628787878788,0.236977255613,0.533333333333,0.6,0.7,0.766666666667
Rv0514|Rv0514:_300_bp_-_P,0.221,39.0345993042,0.833,0.274,0.2759502,-1.93865832860753,-0.0197822278429339,-160.12,0.000767418,-55.18,0.0208883,0,0.50135630303,0.47578,0.528782,0.518112428571,0.478151652174,0.553462346154,0.3833903,0.553462346154,0.5230804,NA,NA,1,20.0,20,0.289855072464,23,0.232323232323,0.377777777778,-2.08947368421,-1.10487804878,0.99512195122,26,0.787692307692,0.613684210526,0.930526315789,-0.2725,-0.2725,-0.251,-0.251,0.232173913043,21.8105,22.0135,24.152,23.04,23.488,7,0.269231,1,0.038462,1,0.043478,1,0.043478,7,1,1,1,1,1,NA,26,0.376811594203,23,0.333333333333,1,99,10322.9191,11.1625366211,0.0505050505051,2.0,0.392867679756,0.595144537484,0.233582983164,0.448243978536,0.75463696117,0.9093864776,0.736761230137,0.347812396304,0.646724332879,0.819534369046,0.996522346871,36,0.114140086257,1,0.100111856823,1,0.0884787472036,NA,NA,0.02813695,0.4394501,0.194136275,0.326301325,0.7,0.377068655646,0.566666666667,0.666666666667,0.766666666667,0.833333333333
Rv0601c|Rv0601c:_471_bp_-,0.296,31.6149063110,0.830,0.291,0.3043474,-7.32041565854453,-0.0472284881196421,-183.99,6.5938e-06,-46.18,0.0151152,2,0.489799570513,0.44344825,0.52513925,0.511997401709,0.450793521739,0.526972819149,0.3257955,0.526972819149,0.4965759,NA,NA,1,20.0,20,0.14598540146,23,0.147435897436,0.933333333333,-2.12631578947,-0.0536585365854,1.80487804878,94,0.616914893617,-0.125789473684,1.11315789474,-0.307,-0.307,-1.415,-1.415,1.19086956522,23.1239490446,25.103,23.292,27.49,27.628,11,0.117021,12,0.127660,3,0.130435,6,0.260870,11,12,3,6,3,6,NA,94,0.686131386861,23,0.167883211679,1,156,16594.8497,4.67291259766,0.025641025641,1.0,0.618593790372,0.632896226686,0.388414420974,0.547546228516,0.747030103696,0.890760345951,0.554823048534,0.0293796102657,0.428415338534,0.704455791453,0.979686034392,19,0.0623057032453,1,0.0892617449664,1,0.0815436241611,NA,NA,0.02813695,0.4845985,0.1919408,0.3226099,0.696390658174,0.369968210652,0.5,0.633333333333,0.766666666667,0.866666666667
