title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,X40deltaG,X40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
15606460|ref|NP_213840,0.143,48.2056961060,0.468,0.089,0.2190213,-23.0079763726807,-0.0588439293418944,-382.17,1.20806e-15,-28.00,0.0202596,1,0.352021484694,0.30597125,0.39225675,0.357473927536,0.31658296,0.380707431818,0.389547454545,0.3306401,0.349059133858,0.395870545455,0.399492538462,12,21.1666666667,254,0.647959183673,11,0.0280612244898,-0.205612244898,-2.28947368421,-2.09268292683,1.97073170732,11,0.319090909091,NA,NA,-0.480476190476,-0.366158587757,-0.585,0.615666666667,1.23,16.5336132316,16.951,19.1425,20.108,21.787,27,0.306818,13,0.147727,8,0.160000,4,0.080000,7,5,4,3,3,2,11,26,0.0663265306122,19,0.0484693877551,1,392,43055.4541,9.78167724609,0.127551020408,3.0,0.395473624188,0.472456603809,0.265237404515,0.396291605038,0.554817256447,0.67622696384,0.599843959824,0.0801953282837,0.479145411179,0.737424242604,0.991055600018,79,0.0755234325704,0,0.0237136465324,1,0.0854586129754,1,0.0383509108341,0.04684285,0.5234726,0.1959609,0.2672026,0.466497031383,-0.0822879430443,0.2,0.4,0.533333333333,0.7
18976892|ref|NP_578249,0.134,46.8003044128,0.375,0.078,0.2309284,-46.137180857336,-0.116802989512243,-359.22,2.05594e-19,-38.59,0.00348044,0,0.318184934343,0.245269,0.396896,0.323727317881,0.301820210526,0.34592652,0.341896333333,0.3666757,0.314769016327,0.323731789474,0.3340223,12,20.4166666667,245,0.618686868687,6,0.0151515151515,-0.169191919192,-2.38421052632,-1.25853658537,0.9,19,0.828421052632,0.828421052632,0.828421052632,-0.124285714286,-0.305690371763,1.543,1.39841666667,0.541666666667,15.5253652393,14.67725,14.1355,11.676,12.905,17,0.226667,8,0.106667,10,0.131579,10,0.131579,5,4,3,3,2,0,19,20,0.0505050505051,19,0.0479797979798,1,396,43707.0726,9.48089599609,0.14898989899,2.83333333333,0.431801383795,0.603449814714,0.431801383795,0.506229154463,0.67833087293,0.877842052272,0.611424304988,0.0304440179587,0.501251597781,0.72928950457,0.988967023131,39,0.0620720198958,1,0.0495525727069,1,0.0653243847875,0,0.0319590923618,0.04684285,0.5234726,0.1960228,0.2671276,0.429890848027,-0.154301125476,0.2,0.366666666667,0.466666666667,0.666666666667
16764711|ref|NP_460326,0.257,52.6586723328,0.499,0.13,0.2886128,14.6597514232002,0.035755491276098,-385.82,2.60854e-16,-25.67,0.107793,0,0.337260167883,0.2669685,0.400619,0.36170466242,0.341105241379,0.373773010101,0.451067181818,0.187592952381,0.322150775591,0.431883315789,0.532698416667,12,21.1666666667,254,0.61800486618,11,0.0267639902676,-0.540875912409,-2.28947368421,-1.66097560976,0.475609756098,19,0.459473684211,0.459473684211,0.459473684211,-0.455789473684,-0.380803094587,2.155,0.575833333333,0.557272727273,20.4430825243,18.572,19.1725,18.936,18.723,19,0.191919,8,0.080808,4,0.068966,3,0.051724,3,2,1,1,2,0,19,24,0.0583941605839,19,0.0462287104623,1,411,44788.2613,9.34625244141,0.141119221411,2.25,0.381139716702,0.514670366643,0.34068670654,0.409781441634,0.614743234369,0.731718182925,0.599758467726,0.0627002158285,0.47841248321,0.727186108255,0.992661713718,44,0.0600799680565,1,0.0372483221477,0,0.0587248322148,0,0.0402684563758,0.04684285,0.5234726,0.194745925,0.2671276,0.464401294498,-0.0864107624352,0.233333333333,0.4,0.533333333333,0.733333333333
15606202|ref|NP_213579,0.140,42.0992431641,0.510,0.06,0.2261192,-7.22294256730656,-0.0227136558720332,-250.99,2.90117e-13,-19.79,0.169396,3,0.325209125392,0.2846075,0.354923,0.328659064982,0.274414272727,0.330902270677,0.330633692308,0.342540666667,0.302455952381,0.274414272727,0.330633692308,2,21.0,42,0.131661442006,260,0.815047021944,1.52257053292,-2.25263157895,-0.89756097561,3.10975609756,11,0.950909090909,NA,NA,-0.464782608696,-0.667917620137,-0.192,-1.206,0.676115384615,17.2345,18.74175,21.29,21.866,20.422,42,0.157895,46,0.172932,4,0.363636,1,0.090909,39,46,4,1,39,46,11,260,0.815047021944,11,0.0344827586207,-1,319,38150.2991,5.70794677734,0.144200626959,1.5,0.474743849666,0.487597872651,0.0797928578278,0.189637466676,0.754694117337,0.885601033465,0.533200025772,0.0330240162004,0.399376897338,0.672954939544,0.977634849799,45,0.0671776088752,1,0.101789709172,1,0.0787472035794,0,0.046021093001,0.04684285,0.5234726,0.199821,0.2704762,0.409375,-0.194660741564,0.233333333333,0.366666666667,0.466666666667,0.633333333333
18978408|ref|NP_579765,0.156,51.6953430176,0.375,0.05,0.247775,-24.1111004047309,-0.068692593745672,-245.18,7.54181e-17,-18.03,0.00860101,4,0.330563329545,0.2721085,0.37619225,0.336178113269,0.332439,0.336423089655,0.338722309859,0.227593333333,0.290215232558,0.332439,0.338722309859,2,21.5,43,0.122159090909,284,0.806818181818,1.615625,-2.03684210526,-0.578048780488,3.23658536585,19,0.132631578947,0.132631578947,0.132631578947,-0.441818181818,-0.410432900433,0.109,-0.3385,0.682394366197,17.6681586402,17.52725,14.8565,22.452,16.242,55,0.189655,43,0.148276,0,0.000000,1,0.052632,52,43,0,1,52,43,19,284,0.806818181818,19,0.0539772727273,1,352,41509.2167,9.15313720703,0.122159090909,3.0,0.28995235446,0.384092573469,0.160754942512,0.298328662478,0.477605636041,0.576362666788,0.557143902081,0.149907130947,0.479282178369,0.647895616146,0.945922068135,50,0.0645381911154,1,0.0895973154362,1,0.062192393736,0,0.0370725471397,0.04684285,0.5234726,0.1966975,0.270144,0.367327667611,-0.277377975116,0.166666666667,0.333333333333,0.433333333333,0.533333333333
16419032|ref|AAL19476.,0.225,51.2124862671,0.448,0.149,0.2739646,31.8531791445051,0.0730577503314338,-440.48,6.76984e-19,-33.49,0.00920606,0,0.336592201373,0.284188,0.383293,0.345357335135,0.312296580645,0.362022105691,0.2294056,0.4837600625,0.330157480159,0.323144567568,0.323144567568,11,22.9090909091,252,0.576659038902,5,0.0114416475973,-0.496796338673,-2.25789473684,-1.57317073171,0.885365853659,37,0.237567567568,-0.0278947368421,0.352631578947,-0.499230769231,-0.339994409233,-2.575,-0.147727272727,-0.108,20.9622374429,22.77125,19.9155,22.18,19.505,18,0.146341,6,0.048780,5,0.080645,9,0.145161,4,0,2,3,0,0,37,37,0.0846681922197,19,0.0434782608696,1,437,46766.221,9.11981201172,0.130434782609,2.72727272727,0.545918628502,0.504614648101,0.221285921916,0.371598176704,0.634827854533,0.813077444781,0.628821914939,0.163603248816,0.532074232058,0.734007598783,0.986455450901,77,0.077127208208,1,0.114988814318,1,0.0750559284116,1,0.113135186961,0.04684285,0.5234726,0.195074,0.267207375,0.459665144597,-0.095727910404,0.133333333333,0.366666666667,0.533333333333,0.766666666667
16421891|ref|AAL22202.,0.283,48.3101501465,0.634,0.189,0.3105035,35.09060383014,0.0843524130532211,-492.74,5.5046e-15,-43.80,0.00179373,1,0.360128515588,0.304545,0.395576,0.393976169697,0.364733645161,0.411578466019,0.582599210526,0.537922315789,0.337966361111,0.340235181818,0.3421536,12,21.0,252,0.604316546763,19,0.0455635491607,-0.57242206235,-2.34736842105,-2.07804878049,0.748780487805,11,0.517272727273,NA,NA,-0.46380952381,-0.342843719765,0.423,0.90125,0.678947368421,21.970430622,19.622,21.0955,21.396,22.335,16,0.155340,6,0.058252,4,0.064516,6,0.096774,4,0,2,2,2,1,11,20,0.0479616306954,19,0.0455635491607,-1,417,43650.7292,9.16094970703,0.112709832134,3.08333333333,0.406342284999,0.414583455042,0.0990806030216,0.271260556507,0.586890968051,0.628823172559,0.626757893907,0.0840176780796,0.505105353447,0.766663644299,0.995885207699,77,0.078466887685,1,0.0956375838926,0,0.027293064877,0,0.024288910195,0.04684285,0.5234726,0.1946865,0.2671276,0.555023923445,0.0918657830142,0.333333333333,0.5,0.6,0.833333333333
18977224|ref|NP_578581,0.158,45.2028999329,0.430,0.085,0.2486861,-65.0677036092981,-0.147545813173012,-411.92,4.33009e-17,-22.47,0.0111452,0,0.330558135747,0.2787585,0.3861975,0.3521133375,0.384493415584,0.322073987952,0.282055,0.450563,0.318328234043,0.429083909091,0.359795555556,13,21.6923076923,282,0.638009049774,20,0.0452488687783,-0.44592760181,-2.41578947368,-1.77804878049,0.709756097561,11,0.813636363636,NA,NA,-0.481818181818,-0.295262461875,0.556,0.592846153846,0.92,16.2216478555,19.187,21.241,23.664,18.977,18,0.216867,10,0.120482,7,0.090909,13,0.168831,4,4,2,2,3,5,11,27,0.0610859728507,19,0.0429864253394,1,442,46871.0246,6.18572998047,0.126696832579,3.0,0.632266326708,0.508950242848,0.360674097062,0.42804759513,0.577249916197,0.730040245613,0.602618807804,0.140064308738,0.502901824963,0.703091524933,0.987303461733,69,0.0724933902786,1,0.0593959731544,1,0.0795302013423,0,0.0354745925216,0.04684285,0.5234726,0.19548605,0.2690113,0.457486832205,-0.100013175714,0.166666666667,0.4,0.5,0.733333333333
18977612|ref|NP_578969,0.129,44.3926086426,0.336,0.078,0.2142533,-38.0989498081106,-0.089434154479133,-403.50,1.80589e-19,-27.05,0.0222489,0,0.357851386417,0.3132895,0.39479,0.369621159763,0.395939321429,0.356578530973,0.385531235294,0.3440368,0.350141728682,0.441173363636,0.360022322581,12,21.5,258,0.604215456674,17,0.03981264637,-0.311709601874,-2.14736842105,-1.71219512195,1.21707317073,11,0.616363636364,NA,NA,-0.205,-0.167253151148,1.739,1.53341666667,1.47941176471,15.7960747664,17.53275,20.7055,21.088,20.911,21,0.185841,13,0.115044,4,0.071429,6,0.107143,6,5,2,2,5,4,11,62,0.145199063232,19,0.0444964871194,1,427,44518.7692,9.22491455078,0.0702576112412,3.58333333333,0.56828355129,0.469774271806,0.185484408527,0.305902655121,0.56283478981,0.82222939052,0.616940208974,0.16672296923,0.523550481866,0.729239763813,0.979364380196,84,0.0793893933412,1,0.04451901566,1,0.0865771812081,1,0.0655161393416,0.04684285,0.5234726,0.1944692,0.266806225,0.43769470405,-0.138949060444,0.233333333333,0.4,0.5,0.7
16419034|ref|AAL19478.,0.239,47.7085189819,0.550,0.167,0.2648214,18.1493646289092,0.0421098947306479,-472.95,1.36897e-18,-19.36,0.00971941,0,0.375891789352,0.333147,0.42298775,0.37849879375,0.401616597222,0.359584227273,0.272212666667,0.2186738,0.374358257353,0.365332,0.4622804,12,22.6666666667,272,0.62962962963,15,0.0347222222222,-0.51712962963,-2.54736842105,-1.66585365854,0.609756097561,5,0.776,NA,NA,-0.511428571429,-0.35040075144,1.742,0.562583333333,0.126,20.8143648961,17.596,20.852,19.096,22.316,17,0.193182,5,0.056818,8,0.111111,6,0.083333,5,1,3,1,1,1,5,20,0.0462962962963,19,0.0439814814815,1,432,47085.0092,9.79327392578,0.113425925926,3.0,0.128007510643,0.491669502448,0.128007510643,0.296746926939,0.687415830484,0.920752392491,0.622952004154,0.034937267572,0.496066303971,0.779925812845,0.998948460074,94,0.0789553092971,1,0.0232662192394,1,0.0369127516779,0,0.0159795461809,0.04684285,0.5234726,0.1946865,0.2670344,0.5103926097,0.00406523555874,0.266666666667,0.433333333333,0.6,0.8
16421039|ref|AAL21391.,0.316,41.7242469788,0.688,0.208,0.3213262,39.5549086193347,0.092418010792838,-530.29,3.09999e-15,-39.64,0.0192272,1,0.385061312354,0.328795,0.420001,0.393406975,0.383437544444,0.406224814286,0.452247,0.436319882353,0.380097349442,0.3216116,0.301454045455,13,20.6923076923,269,0.62703962704,19,0.044289044289,-0.495571095571,-2.42631578947,-1.84146341463,0.99756097561,5,0.098,NA,NA,-0.295789473684,-0.265158406536,1.761,0.993615384615,0.367894736842,23.8201162791,20.94,18.5585,18.824,19.818,13,0.185714,5,0.071429,9,0.100000,12,0.133333,3,1,2,2,3,1,5,19,0.044289044289,22,0.0512820512821,1,429,45152.688,8.76031494141,0.0862470862471,3.0,0.843778646688,0.666519009797,0.319187222789,0.594887031534,0.802540346972,0.843778646688,0.653922578564,0.0830507485929,0.566685496441,0.754541634961,0.978469756631,111,0.0941326249941,1,0.0549217002237,1,0.0676733780761,1,0.0981144135507,0.04684285,0.5234726,0.1944692,0.2668295,0.560465116279,0.102569920302,0.3,0.5,0.633333333333,0.833333333333
16422196|ref|AAL22492.,0.269,44.3358764648,0.636,0.192,0.2960303,25.815474900233,0.0586715338641658,-526.94,4.34407e-18,-26.54,0.0367615,1,0.395566664399,0.346837,0.439095,0.42931143956,0.41186374,0.435920416667,0.497891631579,0.455687307692,0.371854119691,0.3631532,0.449592772727,12,21.5833333333,259,0.587301587302,19,0.0430839002268,-0.611337868481,-2.35263157895,-1.80731707317,0.60243902439,5,0.952,NA,NA,-0.193846153846,-0.308527231321,0.462,0.485833333333,0.401052631579,22.8297737557,20.98325,19.5145,21.088,20.15,19,0.143939,8,0.060606,3,0.060000,3,0.060000,5,4,1,1,0,2,5,66,0.149659863946,19,0.0430839002268,1,441,46172.646,9.38409423828,0.0770975056689,3.33333333333,0.489838611251,0.380015799868,0.207705331991,0.260108771354,0.464317143676,0.604636893294,0.654206871895,0.193625959987,0.534699179218,0.782312383868,0.998244073513,112,0.0901020725362,1,0.0479865771812,1,0.0539149888143,1,0.0604026845638,0.04684285,0.5234726,0.195355675,0.268833775,0.550527903469,0.0830210284657,0.333333333333,0.5,0.6,0.733333333333
15607041|ref|NP_214423,0.159,49.2502326965,0.494,0.099,0.2174004,-32.5099706883775,-0.0634960365007374,-501.55,1.06052e-20,-37.79,0.0640043,0,0.308950670565,0.263,0.351275,0.318902207317,0.339323162963,0.29406590991,0.267533727273,0.357482666667,0.299781838951,0.313216,0.390418277778,12,22.25,267,0.520467836257,11,0.0214424951267,-0.027485380117,-2.51578947368,-1.93902439024,1.41951219512,11,0.757272727273,NA,NA,-0.133888888889,-0.488402745879,2.604,-0.640916666667,1.23090909091,16.9427042802,20.51425,21.398,24.014,23.76,27,0.243243,15,0.135135,11,0.081481,19,0.140741,5,1,5,7,4,2,11,30,0.0584795321637,54,0.105263157895,1,513,57407.3798,8.77313232422,0.16179337232,2.16666666667,0.325630681909,0.573787253059,0.186542715966,0.443062450115,0.714055540709,0.77334378376,0.627658743486,0.127075600774,0.523528963554,0.747645014055,0.982663470692,122,0.0846609490537,1,0.12706935123,1,0.0610738255034,1,0.201342281879,0.04684285,0.5234726,0.197115175,0.2674833,0.472114137484,-0.0712377419765,0.166666666667,0.4,0.533333333333,0.766666666667
15606659|ref|NP_214039,0.157,49.6964492798,0.430,0.077,0.2330604,-16.5641352652903,-0.0374754191522404,-388.19,1.50744e-18,-12.52,0.037899,1,0.357572040632,0.307486,0.412017,0.355457669421,0.365904167785,0.338720806452,0.393914909091,0.293917166667,0.360117701493,0.366938833333,0.357958229167,9,22.3333333333,201,0.453724604966,11,0.0248306997743,-0.0462753950339,-2.42105263158,-1.37804878049,1.25853658537,6,0.298333333333,NA,NA,-0.743157894737,-0.482254423939,-2.105,-0.268222222222,0.498181818182,16.8577927928,12.84175,13.11,19.68,16.263,23,0.247312,9,0.096774,14,0.093960,18,0.120805,8,3,3,6,3,0,6,30,0.0677200902935,48,0.10835214447,-1,443,49156.7339,9.29827880859,0.135440180587,2.44444444444,0.74299584488,0.420058098458,0.000170701531986,0.0245306328858,0.678908868081,0.895397115572,0.636826404686,0.0781807372694,0.536379319815,0.748720501095,0.970753122433,59,0.0669821992928,1,0.0214765100671,1,0.0623042505593,0,0.0287631831256,0.04684285,0.5234726,0.195645375,0.2690113,0.418918918919,-0.175885553571,0.133333333333,0.366666666667,0.5,0.733333333333
16422552|ref|AAL22830.,0.267,48.5857925415,0.605,0.174,0.3019081,46.0377216139832,0.0955139452572265,-560.98,2.55716e-19,-43.52,0.0722224,0,0.345709459627,0.263145,0.4064085,0.36621089083,0.380239669355,0.349643571429,0.267827909091,0.196782,0.327225885827,0.2550438,0.416876755556,11,23.0909090909,254,0.525879917184,11,0.0227743271222,-0.155900621118,-2.29473684211,-1.60731707317,2.23902439024,5,1.65,NA,NA,-0.448095238095,-0.402392945173,-0.637,-0.198545454545,0.251818181818,21.4500826446,19.45175,18.236,23.586,21.048,27,0.257143,12,0.114286,7,0.056452,13,0.104839,8,3,2,4,3,0,5,32,0.0662525879917,45,0.0931677018634,1,483,52900.9593,9.20440673828,0.128364389234,3.09090909091,0.979334497528,0.748112729156,0.372137540515,0.595494550652,0.887388348406,0.983793711413,0.669428808028,0.111442907176,0.569180661189,0.789337126769,0.992153045352,137,0.0935504425437,1,0.134340044743,1,0.119910514541,1,0.124640460211,0.04684285,0.5234726,0.19496165,0.2673993,0.530991735537,0.0445886791651,0.3,0.466666666667,0.6,0.833333333333
