title,CAI,Nc,GC3s,CpG,tAI,CPS,CPSpL,deltaG,freqens,X40deltaG,X40freqens,hotloops,avgRONN,q25RONN,q75RONN,avgRONNloop,avgRONNextloop,avgRONNcytloop,avgRONNNterm,avgRONNCterm,avgRONNTM,RONNlongestloop,avgRONNTM1_2,numTMs,avgTMlen,membrCont,membrContNorm,lenNterm,lenNtermNorm,avgHydroGES,minhyd_19GES,minhyd_41GES,maxhyd_41GES,lenLoopAfterTM1,loop1_avghydOCT,loop1_minhyd_OCT19,loop1_maxhyd_OCT19,HYD1stTM,HYDallTMs,delG1stTM,delGallTMs,nterm_hydGES,avgCU,avgCU_first40,avgCU_first20,minCU_win5,minCU_win10,numPosCyt,numPosNormCyt,numNegCyt,numNegNormCyt,numPosExt,numPosNormExt,numNegExt,numNegNormExt,numPos_LongestCytLoop,numNeg_LongestCytLoop,numPos_LongestExtLoop,numNeg_LongestExtLoop,nterm_pos,nterm_neg,len1_2loop,longestCytLoop,longestCytLoopNorm,longestExtLoop,longestExtLoopNorm,startCodon,seqLen,weight,pI,aromatacityNorm,GPcount,plus10valRNAss,zeroto38avgRNAss,zeroto38minRNAss,zeroto38q25RNAss,zeroto38q75RNAss,zeroto38maxRNAss,avgRNAss,minRNAss,q25RNAss,q75RNAss,maxRNAss,totalSDsites,relareaSD,codon16_36SD,codon16_36relareaSD,codon40_60SD,codon40_60relareaSD,minus5_plus2TM2SD,minus5_plus2TM2relareaSD,tAI10Min,tAI10Max,tAI10q25,tAI10q75,GC,GCdiffEC,GC10min,GC10q25,GC10q75,GC10max
HP0307,0.187,52.1000289917,0.393,0.084,0.2825715,-9.6920997362,-0.108899997,-67.47,2.32748E-005,-29.72,0.0167208,1,0.3788261889,0.302772,0.3891985,0.4125313,0.3185774,0.4229706222,0.28035595,0.53706236,0.3366948,0.3185774,0.53706236,2,20,40,0.4444444444,20,0.2222222222,0.8577777778,-2.0578947368,-1.4682926829,1.9317073171,5,1.386,NA,NA,-0.2426315789,-0.4653634085,-0.202,-0.209,0.447,19.1505494505,18.353,18.0985,22.61,17.747,11,0.244444,5,0.111111,3,0.6,0,0,7,4,3,0,4,1,5,25,0.2777777778,5,0.0555555556,-1,90,10433.3202,9.6991577148,0.1666666667,3,0.3592738409,0.4380178995,0.3135369953,0.3852519486,0.4907727574,0.5213164308,0.6185762074,0.1694452125,0.5310782419,0.7447899718,0.9370637131,21,0.0812487289,1,0.1438478747,1,0.1072706935,0,0.0415468201,0.07292714,0.4817836,0.20326785,0.26857545,0.3736263736,-0.2649869028,0.1666666667,0.3333333333,0.5,0.5666666667
HP0342,0.199,49.274066925,0.48,0.086,0.2643127,-4.1276916506,-0.0319976097,-95.93,2.27187E-007,-26.54,0.00232595,0,0.3197623769,0.27504425,0.35948625,0.3409995185,0.3090848,0.3597728824,0.4160676667,0.4192498235,0.3046728289,0.325901,0.4192498235,4,19,76,0.5846153846,6,0.0461538462,0.5138461538,-2.3578947368,-1.1463414634,1.7829268293,15,1.3306666667,NA,NA,-0.9105555556,-0.5757989029,-1.998,-0.42275,0.2916666667,18.4583206107,22.478,20.628,26.554,19.486,13,0.382353,4,0.117647,5,0.25,4,0.2,8,2,4,3,0,1,15,17,0.1307692308,15,0.1153846154,-1,130,14985.981,9.8430786133,0.1230769231,1,0.6845385875,0.6022862963,0.2751261019,0.4966244267,0.7117055117,0.8797867426,0.5794075705,0.0686334761,0.4571264254,0.7046335845,0.9524739627,14,0.0601230425,1,0.0719239374,1,0.1112975392,1,0.0923617769,0.07292714,0.4817836,0.2027785,0.2630757,0.3944020356,-0.22411617,0.2333333333,0.3666666667,0.4333333333,0.6333333333
HP0362,0.212,47.4512901306,0.436,0.1,0.2729288,-11.5116850732,-0.0334642008,-265.42,3.55697E-016,-20.34,0.00849473,0,0.387287629,0.309351,0.463377,0.3875070047,0.33416274,0.4036719333,0.29202925,0.198081375,0.3869248154,0.3267811818,0.4207303082,5,26,130,0.3768115942,12,0.0347826087,0.3889855072,-2.752631579,-1.9829268293,3.0902439024,11,-0.0381818182,NA,NA,-0.7628571429,-0.6057348377,-4.468,-1.9296,0.0225,19.5184393064,19.0315,19.465,23.664,22.531,31,0.187879,15,0.090909,8,0.16,2,0.04,26,14,4,2,2,0,11,146,0.4231884058,19,0.0550724638,1,345,39717.3508,9.7764282227,0.1797101449,1.8,0.3284001206,0.3950283393,0.082654096,0.2708006218,0.5127903772,0.6520757127,0.6057646135,0.0512673581,0.5130435773,0.7043605795,0.9936683196,38,0.0552761853,1,0.0321029083,0,0.0317673378,0,0,0.06013149,0.4817836,0.206004875,0.27298665,0.3737957611,-0.2646536769,0.1333333333,0.3333333333,0.4333333333,0.5666666667
HP0375,0.206,46.5870666504,0.402,0.096,0.2757455,-5.9154863573,-0.0416583546,-108.64,0.000000696,-23.73,0.0227222,0,0.3579458042,0.3203825,0.3882245,0.3905043214,0.42439628,0.3631720968,0.4493041053,0.444138,0.3369885977,0.312236,0.39118695,4,21.75,87,0.6083916084,19,0.1328671329,-0.1104895105,-2.5473684211,-2.043902439,1.7951219512,11,1.2018181818,NA,NA,-0.5341666667,-0.4515741342,-2.446,-0.883,0.36,20.3840277778,19.2805,17.035,18.08,17.26,12,0.387097,4,0.129032,0,0,2,0.08,8,3,0,2,0,2,11,20,0.1398601399,19,0.1328671329,1,143,16309.942,9.7357788086,0.1118881119,1,0.7275182477,0.5969517019,0.4249806115,0.5069502919,0.6856220172,0.7783731177,0.593408172,0.1699517731,0.4836206607,0.6998962958,0.9902056098,15,0.0495977914,0,0.0137583893,0,0.0182326622,0,0.0047938639,0.07292714,0.4817836,0.2035298,0.267872275,0.3657407407,-0.2804998426,0.1666666667,0.3,0.425,0.6
HP0378,0.22,45.8306236267,0.43,0.114,0.2701173,-57.7592192342,-0.061774566,-809.56,1.19827E-035,-29.6,0.0458258,6,0.3825574744,0.299699,0.43974925,0.404285825,0.412021608,0.3370079545,0.486846,0.3242295,0.326903709,0.4005197273,0.4361314893,13,20.6153846154,268,0.295154185,23,0.0245726496,0.8056623932,-2.4894736842,-1.4048780488,4.0780487805,11,1.1645454546,NA,NA,-0.501,-0.4586803259,0.777,-0.3192307692,0.4182608696,19.2977481323,19.80725,17.8945,20.5,20.325,20,0.30303,3,0.045455,90,0.156794,73,0.127178,4,1,49,38,1,2,11,11,0.0121145374,280,0.3083700441,1,936,106358.9115,9.369934082,0.1282051282,1.6153846154,0.2942199219,0.4592392925,0.0028822958,0.2965897457,0.6383154612,0.8490575686,0.6202859609,0.0317824584,0.5110940229,0.7520587507,0.9955222444,112,0.057590695,0,0.0305369128,1,0.0624161074,0,0.0105465005,0.03792354,0.5234427,0.199278,0.2767824,0.4041266453,-0.2049855197,0.1333333333,0.3333333333,0.4666666667,0.6666666667
HP0382,0.176,50.4923248291,0.445,0.088,0.251164,-35.8661493425,-0.0883402693,-329.98,1.53432E-018,-18.04,0.00443223,1,0.369605285,0.326194,0.4156405,0.3891996328,0.328802,0.4003843796,0.1908882,0.3973105781,0.3363857285,0.4318515676,0.3994833789,7,21.5714285714,151,0.371007371,5,0.0122850123,0.3442260442,-2.3,-1.5097560976,2.3853658537,37,0.7948648649,0.2621052632,1.1642105263,-0.6063157895,-0.5460618394,0.014,-0.413,-0.298,18.8645343137,18.64575,16.323,14.332,17.222,38,0.175926,27,0.125,4,0.1,7,0.175,16,11,2,3,0,1,37,95,0.2334152334,19,0.0466830467,1,407,46276.2059,6.2698364258,0.144963145,2,0.4235603401,0.5413652074,0.38539695,0.4527486995,0.6157285721,0.7933889775,0.6226601779,0.1525857616,0.5290864817,0.7239035382,0.9406097265,60,0.0707653216,1,0.0322147651,1,0.0751677852,0,0.0118248642,0.06013149,0.4817836,0.207292125,0.280197975,0.3888888889,-0.234961858,0.1333333333,0.3333333333,0.4333333333,0.6333333333
HP0415,0.207,44.6754074097,0.42,0.087,0.2905407,-21.4370820581,-0.0344647622,-537.5,9.89324E-027,-31.17,0.0568322,7,0.3894323146,0.326334,0.4499535,0.3890133252,0.4088716371,0.3705567765,0.601795,0.3638326713,0.3705387387,0.4269219,0.4125786109,5,22.2,111,0.184079602,221,0.3547351525,1.153611557,-2.3473684211,-1.4024390244,3.856097561,20,0.9555,0.8142105263,0.9815789474,-0.5538461538,-0.3779423909,-2.576,-0.4496,0.7185972851,20.3236057692,19.35325,14.771,17.652,14.469,38,0.14902,32,0.12549,38,0.160338,34,0.14346,28,28,36,34,36,34,20,216,0.3582089552,221,0.3665008292,1,623,71284.9046,8.6370239258,0.0995184591,1.6,0.1961716232,0.5224239,0.1947357864,0.3872401068,0.626973258,0.869936187,0.6448727956,0.1542359508,0.5562295416,0.7485196705,0.9832474065,113,0.071148865,1,0.1077181208,1,0.0302013423,0,0.0524129115,0.05972376,0.5234427,0.2044044,0.2788611,0.3782051282,-0.2559793893,0.1666666667,0.3,0.4333333333,0.6666666667
HP0474,0.155,45.0426177979,0.373,0.084,0.2398983,-9.4334929565,-0.042302659,-192.13,1.4533E-010,-30.94,0.00990408,0,0.4177134866,0.328042,0.4874075,0.4026525763,0.3822797966,0.4230253559,0.4473477273,0.544882,0.4344794057,0.5282151818,0.369726825,5,21.2,106,0.4732142857,11,0.0491071429,-0.5165178571,-2.2368421053,-1.3073170732,0.587804878,11,0.5954545455,NA,NA,-0.5936,-0.5434841832,-2.794,-0.1746,0.4536363636,18.4153333333,19.10525,19.7785,23.312,22.766,8,0.135593,3,0.050847,6,0.101695,7,0.118644,4,2,3,4,2,2,11,40,0.1785714286,29,0.1294642857,1,224,24743.3428,7.9264526367,0.1294642857,2.4,0.3595415388,0.6213883007,0.2555894745,0.4916575321,0.760446174,0.9870929384,0.6197466957,0.0497724368,0.4814403603,0.7847095298,0.9870626742,29,0.0566741238,1,0.0382550336,1,0.0563758389,0,0.0361137744,0.06013149,0.4817836,0.2060812,0.2720857,0.3762962963,-0.2597345216,0.2,0.3333333333,0.4333333333,0.5333333333
HP0490,0.238,46.7083854675,0.436,0.098,0.2890915,-45.4041278795,-0.1204353525,-320.54,3.96809E-015,-16.97,0.00804795,5,0.3967918836,0.34222925,0.45735775,0.3942907781,0.3042361515,0.404330652,0.4722026774,0.3963909057,0.4135850204,0.3042361515,0.3963909057,2,24.5,49,0.1296296296,31,0.082010582,1.1428571429,-2.4684210526,-1.6024390244,2.7365853659,33,0.1748484848,-0.1968421053,0.2821052632,-0.5552173913,-0.5328010033,-2.672,-2.536,1.0170967742,20.8527440633,21.58825,25.605,19.874,22.335,54,0.182432,39,0.131757,0,0,2,0.060606,48,32,0,2,6,7,33,265,0.7010582011,33,0.0873015873,-1,378,42904.0081,8.955871582,0.0978835979,2.5,0.5852776526,0.5169859943,0.3266120387,0.4436108955,0.5882014669,0.7079555404,0.5841055418,0.1099913036,0.477966323,0.7014910811,0.9722558914,52,0.0656980342,1,0.0329977629,0,0.0432885906,0,0.0092681368,0.06013149,0.4817836,0.2072892,0.2802087,0.4028144239,-0.2075669754,0.1333333333,0.3333333333,0.4666666667,0.7333333333
HP0493,0.187,46.8817024231,0.438,0.098,0.2534646,-23.6728357116,-0.0672523742,-295.26,3.3541E-016,-18.46,0.0156226,2,0.373528711,0.295882,0.436117,0.3748797568,0.2865191,0.4541777821,0.2372141053,0.47588,0.372553322,0.6022448,0.3854838462,10,20.5,205,0.5807365439,19,0.0538243626,-0.2458923513,-2.2105263158,-2.0268292683,1.6536585366,20,0.947,0.8494736842,0.8494736842,-0.5768,-0.3946362866,-2.905,0.2988,-0.5247368421,18.5779096045,15.678,16.6635,14.604,16.029,20,0.25641,6,0.076923,6,0.085714,6,0.085714,10,2,0,0,0,0,20,26,0.0736543909,19,0.0538243626,1,353,39169.2422,9.4844360352,0.1473087819,2.1,0.5489204665,0.333788602,0.1042238716,0.1589872902,0.4704758605,0.7647248096,0.62019313,0.106672808,0.5179752316,0.7282295945,0.9787412012,74,0.0787331816,1,0.0611856823,0,0.0472035794,1,0.046021093,0.06013149,0.4817836,0.2066234,0.272354475,0.4020715631,-0.2090283616,0.2,0.3333333333,0.4666666667,0.6666666667
HP0497,0.2,47.5516357422,0.359,0.083,0.2522334,-30.9177277719,-0.0701082262,-380.46,8.52267E-020,-33.32,0.0103664,0,0.3560588167,0.29047375,0.3986285,0.3624928263,0.3570801735,0.3682584783,0.4751864286,0.320897,0.3467832629,0.4920870645,0.4920870645,10,23.2,232,0.5497630332,15,0.0339366516,-0.3866515837,-2.5,-2.0341463415,1.4048780488,31,0.8861290323,0.7610526316,1.2094736842,-0.4286363636,-0.5016313391,-1.326,-0.8586,0.0286666667,18.1958465011,16.869,18.783,20.696,18.646,20,0.217391,10,0.108696,10,0.102041,11,0.112245,6,4,4,3,2,0,31,31,0.0734597156,23,0.0545023697,1,442,49316.1241,9.3261108398,0.1606334842,2.8,0.4373024412,0.4848528637,0.3550669632,0.4333809506,0.5441319678,0.6254486338,0.6138879152,0.0460792616,0.5159833039,0.7221435425,0.981865408,75,0.0697478137,1,0.1888143177,1,0.0714765101,1,0.0779801854,0.06013149,0.4817836,0.20709455,0.2801555,0.3822422874,-0.2480373244,0.1,0.3333333333,0.4333333333,0.6666666667
HP0498,0.184,47.3704910278,0.379,0.094,0.2461955,-34.2605012243,-0.0776882114,-390.81,5.91245E-021,-37.52,0.00391745,0,0.3414950656,0.30087575,0.38280325,0.3249794278,0.3055365,0.3473276207,0.4594623333,0.4592093333,0.350965812,0.3762515161,0.3762515161,11,21.2727272727,234,0.5558194774,15,0.0339366516,-0.392081448,-2.4736842105,-1.812195122,1.0853658537,31,0.6941935484,0.4910526316,1.1447368421,-0.6365,-0.5456005574,-1.935,-0.4735454545,0.3073333333,18.6050112867,18.55325,19.476,18.51,22.454,17,0.195402,9,0.103448,18,0.18,9,0.09,6,3,4,4,3,0,31,31,0.0736342043,26,0.0617577197,1,442,49642.1505,9.6192016602,0.1628959276,2.6363636364,0.5740198281,0.4386353728,0.1937574075,0.3884976384,0.5251895661,0.5740198281,0.6316712425,0.0428456327,0.5299377819,0.7507469305,0.9936644728,74,0.0718730933,1,0.1505592841,1,0.083557047,1,0.024928092,0.06013149,0.4817836,0.20709455,0.2801555,0.3799849511,-0.2524780489,0.1333333333,0.3333333333,0.4333333333,0.6333333333
HP0565,0.2,43.1158294678,0.395,0.1,0.2747171,-18.9136494848,-0.0883815396,-187.45,1.51537E-011,-24.59,0.0150417,0,0.3703265302,0.2710245,0.397407,0.3993574254,0.355189,0.4029193952,0.3268637368,0.3019014925,0.3223001111,0.3133046,0.3019014925,4,20.25,81,0.376744186,19,0.088372093,0.3111627907,-2.4684210526,-2.2902439024,3.7317073171,5,1.438,NA,NA,-0.5175,-0.3784921498,-1.347,0.0475,0.3489473684,19.0884259259,20.491,22.0135,24.756,22.55,20,0.16129,14,0.112903,0,0,2,0.2,9,5,0,2,2,1,5,67,0.311627907,5,0.023255814,1,215,23921.1213,8.2965698242,0.1209302326,2.75,0.3422452284,0.4646675177,0.1187052215,0.2967787596,0.595662635,0.9086274623,0.6001262292,0.0484130565,0.4906234493,0.7318246515,0.9790663297,46,0.0828475701,1,0.0799776286,1,0.0617449664,1,0.1262384148,0.07292714,0.4817836,0.2060812,0.272142925,0.4151234568,-0.183352142,0.1666666667,0.3333333333,0.5,0.6333333333
HP0571,0.182,43.5182609558,0.444,0.115,0.2676696,-20.6728096167,-0.1082346053,-161.04,1.70763E-009,-25.8,0.0387362,0,0.301076875,0.24935825,0.363209,0.3114088161,0.3021329792,0.3228252308,0.1920986667,0.437342,0.2925161238,0.3404678182,0.2673151,5,21,105,0.546875,15,0.078125,0.2052083333,-2.0736842105,-1.3195121951,2.2024390244,11,0.5609090909,NA,NA,-0.2505,-0.3861478469,1.468,0.3182,0.6093333333,19.9106217617,21.08125,20.9585,26.434,23.097,8,0.205128,0,0,13,0.270833,6,0.125,3,0,8,1,1,3,11,20,0.1041666667,19,0.0989583333,-1,192,22197.2544,9.6703491211,0.15625,2.2,0.8131546184,0.6002594995,0.1891263606,0.5182211792,0.7348939512,0.8264728877,0.5673219736,0.0263666114,0.4824090704,0.6619485769,0.9785342435,48,0.0768750736,1,0.1260626398,1,0.1681208054,1,0.0699904123,0.07292714,0.4817836,0.2035298,0.2675577,0.414507772,-0.1845633423,0.2333333333,0.3666666667,0.4666666667,0.6333333333
HP0600,0.177,48.4506912231,0.29,0.054,0.262993,-16.8253079746,-0.0284211283,-368.33,3.70727E-026,-20.15,0.00979717,0,0.382339941,0.339019,0.429311,0.3810034098,0.3598887237,0.426365929,0.411332,0.3626160841,0.3885516286,0.3160766842,0.3626160841,5,21,105,0.1770657673,25,0.042158516,0.8300168634,-2.6947368421,-1.5414634146,3.2146341463,19,0.3994736842,0.3994736842,0.3994736842,-0.5008333333,-0.5419859613,-0.332,-0.2824,0.252,18.7685858586,17.96775,16.537,14.956,18.9,27,0.174194,11,0.070968,41,0.123123,33,0.099099,15,7,38,31,4,1,19,68,0.1146711636,309,0.521079258,1,593,68562.318,9.0501098633,0.1298482293,1.4,0.3360684011,0.4422141657,0.1506738077,0.3865457471,0.532384983,0.6266916946,0.5070184926,0.0174127083,0.3742235018,0.643903655,0.978372423,23,0.0333639946,1,0.0467561521,1,0.0287472036,0,0.0281240013,0.05972376,0.4817836,0.20432725,0.277308825,0.3131313131,-0.3839952623,0.1,0.2333333333,0.3666666667,0.5333333333
HP0607,0.222,44.9623947144,0.452,0.106,0.2783963,-72.442792164,-0.0705382592,-950.86,4.46267E-041,-22.18,0.00942084,12,0.4112800379,0.337725,0.4767685,0.4259533487,0.4346884725,0.3704895534,0.3709154444,0.4008073333,0.372386902,0.299797,0.469018146,11,22.2727272727,245,0.244510978,300,0.2918287938,0.9329766537,-2.352631579,-2.0170731707,3.8975609756,6,0.5316666667,NA,NA,-0.4472222222,-0.358504477,-1.333,-0.0470909091,0.6842,20.5619630709,21.1745,21.4675,23.936,23.196,25,0.242718,13,0.126214,93,0.142202,84,0.12844,8,2,52,42,37,41,6,33,0.0329341317,322,0.3213572854,1,1028,113738.7363,9.061706543,0.0836575875,2.0909090909,0.306058685,0.4545972557,0.2867360558,0.3981011696,0.5179413773,0.6177497263,0.6370909793,0.0536562235,0.5480200138,0.7444358063,0.9906522786,237,0.0846688558,1,0.0973154362,1,0.1208053691,0,0.025247683,0.03792354,0.5234427,0.1993752,0.2769139,0.4240362812,-0.165818469,0.2,0.3666666667,0.4666666667,0.7
HP0622,0.173,41.3562355042,0.381,0.072,0.2720419,-5.5933988396,-0.0470033516,-95.85,9.68704E-008,-20.55,0.011603,0,0.4666204583,0.4092815,0.528707,0.4642220741,0.4373694444,0.4675786528,0.5280455,0.4675786528,0.43490145,NA,NA,1,20,20,0.198019802,9,0.075,0.6283333333,-1.9052631579,-1.0487804878,1.8853658537,72,0.5780555556,0.0331578947,1,-0.244,-0.244,-0.339,-0.339,0.7222222222,18.2847933884,17.919,19.3005,22.064,18.881,9,0.125,6,0.083333,1,0.111111,1,0.111111,9,6,1,1,1,1,NA,72,0.7128712871,9,0.0891089109,1,120,13280.6334,9.4689331055,0.075,2,0.5017879648,0.5400420328,0.2008414513,0.4767567891,0.6257929104,0.8270771209,0.609044419,0.185908452,0.4584027408,0.7640552913,0.9875361088,17,0.0651234217,1,0.0714765101,1,0.0265100671,NA,NA,0.07292714,0.4817836,0.2026795,0.2626585,0.3691460055,-0.2738008664,0.2,0.3,0.4333333333,0.5333333333
HP0633,0.213,46.9927253723,0.412,0.091,0.2529279,-6.5890984245,-0.0295475266,-192.43,1.09788E-010,-23.24,0.0266129,0,0.2934033973,0.2459585,0.32817325,0.2949377926,0.2780596538,0.3055120482,0.24479715,0.3449903158,0.2910759438,0.2753296316,0.3160622955,4,22.25,89,0.3973214286,20,0.0892857143,0.0428571429,-2.0894736842,-1.4146341463,1.5658536585,19,0.1531578947,0.1531578947,0.1531578947,-0.3508695652,-0.4790774986,-0.54,-1.12525,0.623,18.4274222222,17.66925,21.9355,28.508,21.145,15,0.180723,8,0.096386,7,0.134615,1,0.019231,8,3,5,1,5,2,19,44,0.1964285714,33,0.1473214286,1,224,25824.1219,9.5942993164,0.1964285714,1.5,0.7486957528,0.5885480469,0.1786450923,0.4056657962,0.7542873659,0.8990281706,0.612136426,0.0742372914,0.5003060191,0.738966983,0.971759814,46,0.0742386682,1,0.0696868009,1,0.0678970917,0,0.0399488655,0.06013149,0.4817836,0.2060812,0.2720857,0.3985185185,-0.2160180564,0.2333333333,0.3666666667,0.4666666667,0.6
HP0644,0.169,49.6489830017,0.516,0.102,0.2452576,-4.810197381,-0.0501062227,-64.98,3.73479E-005,-21.33,0.00323302,0,0.3200248454,0.297244,0.34656,0.31718446,0.3073278684,0.348397,0.3959025,0.3008915,0.3230465319,0.3073278684,0.3073278684,2,23.5,47,0.4845360825,6,0.0618556701,-0.4969072165,-2.2473684211,-1.2048780488,0.7853658537,38,0.0986842105,-0.1357894737,0.2473684211,-0.618,-0.5530909091,-1.113,-0.1115,-0.6733333333,18.2989795918,18.64575,20.6475,17.69,19.486,1,0.083333,0,0,4,0.105263,2,0.052632,0,0,4,2,0,0,38,6,0.0618556701,38,0.3917525773,1,97,11253.6681,9.4279174805,0.1443298969,0.5,0.5612845319,0.5292956675,0.3303942444,0.4590440237,0.590545853,0.7506932915,0.5269053788,0.1719815904,0.434218689,0.6211470067,0.9010696706,13,0.0522783469,1,0.0376957494,1,0.0439597315,1,0.0843720038,0.07292714,0.4817836,0.203144125,0.26815735,0.3945578231,-0.2238096985,0.2333333333,0.3666666667,0.4666666667,0.5666666667
HP0684,0.161,45.8726654053,0.447,0.104,0.2294769,-10.8813066764,-0.1046279488,-59.72,4.86678E-005,-18.93,0.0119305,0,0.4856467238,0.454651,0.541563,0.5180382692,0.5155664348,0.5199986897,0.5598615,0.5199986897,0.4124556471,NA,NA,1,34,34,0.3953488372,23,0.219047619,-0.5047619048,-2.2631578947,-1.3951219512,0.012195122,29,0.4227586207,0.0868421053,0.4373684211,-0.5229411765,-0.5229411765,-3.229,-3.229,0.4795652174,17.0231132075,16.577,15.5715,19.642,19.232,4,0.137931,2,0.068966,1,0.043478,2,0.086957,4,2,1,2,1,2,NA,29,0.3372093023,23,0.2674418605,-1,105,11570.7123,6.8014526367,0.0952380952,1,0.4528492875,0.3151714984,0.1932749285,0.2350314137,0.3829457691,0.5271222788,0.4839451263,0.0139072885,0.3105081037,0.6583384257,0.9725269006,5,0.0292999718,1,0.0321029083,0,0.0139821029,NA,NA,0.07292714,0.4817836,0.203144125,0.268243,0.4213836478,-0.171036838,0.2333333333,0.3666666667,0.5,0.7
HP0685,0.198,46.8822212219,0.426,0.076,0.2483212,-14.5776620344,-0.0959056713,-117.98,6.70979E-008,-23.98,0.00932991,1,0.3758562353,0.319882,0.426873,0.3742101284,0.500417,0.3681424904,0.3761131935,0.3007538182,0.3799340909,0.500417,0.3761131935,2,22,44,0.2875816993,93,0.6078431373,0.3,-2.3263157895,-1.8268292683,2.9,5,-0.462,NA,NA,-0.477826087,-0.423436853,-0.695,0.434,0.5033333333,20.728961039,21.06625,18.216,11.05,16.537,15,0.144231,12,0.115385,0,0,0,0,14,11,0,0,14,11,5,93,0.6078431373,5,0.0326797386,-1,153,17550.1872,8.8023071289,0.1241830065,2,0.1841071251,0.4154160421,0.1705971272,0.352958861,0.4887181291,0.6379925374,0.5801858443,0.1694685504,0.4722032465,0.6868978887,0.9503958387,17,0.0590100301,1,0.0617449664,1,0.0498881432,0,0.0121444551,0.07292714,0.4817836,0.205016175,0.26797755,0.3766233766,-0.2590910758,0.2,0.3333333333,0.4333333333,0.6333333333
HP0687,0.205,45.6538505554,0.411,0.091,0.2738534,-17.9250977732,-0.0279642711,-536.9,6.04647E-029,-31.23,0.0165078,6,0.3910246199,0.30869125,0.4475285,0.4198213866,0.4613101488,0.405142614,0.4490231429,0.2880348,0.3165391285,0.3815139355,0.4490231429,8,22.375,179,0.2788161994,224,0.3489096573,0.6901869159,-2.7736842105,-1.7097560976,3.4414634146,31,0.9512903226,0.7689473684,1.2131578947,-0.6158333333,-0.4336531205,-2.646,-0.489875,0.7248660714,19.8854432348,21.41825,21.116,25.576,24.933,51,0.149123,38,0.111111,19,0.157025,19,0.157025,32,29,14,12,32,29,31,224,0.3489096573,68,0.1059190031,1,642,71421.709,8.858581543,0.1152647975,2.5,0.2582556289,0.409731072,0.1457648396,0.3046210653,0.4960469983,0.6241163669,0.6274724419,0.1802749918,0.5387560878,0.728926693,0.960667124,133,0.0802817394,1,0.1004474273,1,0.0656599553,1,0.2582294663,0.05972376,0.5234427,0.2051843,0.27844055,0.3955417315,-0.2218741137,0.1333333333,0.3333333333,0.4666666667,0.6333333333
HP0693,0.195,43.1461639404,0.395,0.103,0.2530767,-59.8098276753,-0.1320305247,-425.04,5.41335E-020,-23.76,0.0134413,0,0.3406616432,0.29793175,0.38058525,0.3584918925,0.3665208417,0.3482421702,0.3664400476,0.532143,0.3247630042,0.3221630909,0.38344165,11,21.8181818182,240,0.5286343612,21,0.0462555066,-0.3856828194,-2.3947368421,-1.5536585366,2.9634146342,11,0.4,NA,NA,-0.7078947368,-0.3809803661,-1.905,0.4967272727,0.0976190476,18.1083296703,15.82375,17.3175,15.308,15.853,17,0.180851,14,0.148936,14,0.116667,5,0.041667,9,10,2,2,3,1,11,40,0.0881057269,37,0.0814977974,1,454,49215.0674,8.6427612305,0.1211453744,2.9090909091,0.3127869245,0.5036090626,0.0275548308,0.461931316,0.6061007354,0.8104122032,0.6656745696,0.0398253364,0.5668892097,0.7882915193,0.9955101677,96,0.0828136446,0,0.0336689038,1,0.1201342282,1,0.2211569191,0.05972376,0.4817836,0.2066397,0.2791255,0.4139194139,-0.1857207845,0.1,0.3333333333,0.5,0.6666666667
HP0700,0.196,49.6830062866,0.393,0.098,0.2645853,-5.8834165708,-0.0463261147,-119.08,8.98101E-007,-31.02,0.0198429,0,0.3472027266,0.29685175,0.3843115,0.3634537846,0.2653143,0.3812973273,0.3556233429,0.2265914,0.3304357619,0.3040372,0.3556233429,3,21,63,0.4921875,35,0.2734375,0.465625,-1.3368421053,-1.0146341463,1.7097560976,5,1.422,NA,NA,-0.4195,-0.4097539683,-2.055,-0.392,0.7594285714,19.301627907,20.124,21.31,25.732,19.718,12,0.218182,9,0.163636,2,0.2,2,0.2,7,5,1,2,7,5,5,35,0.2734375,5,0.0390625,1,128,14527.2321,8.774230957,0.1484375,1.3333333333,0.3258612746,0.3880605003,0.2001343125,0.3026294893,0.4482464817,0.6364936262,0.608277077,0.0997352867,0.5140726863,0.7201325287,0.8935115192,20,0.0693512304,1,0.0804250559,1,0.0616331096,1,0.155001598,0.07292714,0.4817836,0.2026795,0.2629519,0.4082687339,-0.1968370336,0.2666666667,0.3666666667,0.4666666667,0.6
